Thijssen,Dekker,Khanna,Mkhatrishvili,Schlapp,Marijnen,Zou,Mynott,Ning,Schmidt,Spanjers,Market
-2.34,0.26,-0.48,-0.54,-1.32,-0.65,-1.22,-0.9,0.04,-0.43,-1.24,-0.11
3.89,2,1.39,2.31,1.19,1.71,1.93,2.32,0.59,1.5,2,1.69
-2.7,-0.4,0.33,0.84,0.6,0.11,0.86,-0.8,-0.27,-0.07,0.39,-0.13
-1.58,-0.54,-1.16,-1.77,-1.58,-1.21,-2.54,-1.49,-0.24,-1.6,-1.85,-0.36
4.39,-0.5,0.81,1.04,1.41,1.11,1.36,1.04,1.35,0.25,0.38,0.63
2.7,0.95,1.02,2.26,2.51,1.66,1.47,2.15,1.14,1.12,0.92,0.72
-1.1,0.2,0.9,0.5,0.63,0.86,0.25,1.55,-0.64,0.46,1.06,0.54
0.59,-0.08,-0.24,0.67,0.42,0.04,0.49,0.15,-0.4,-0.69,0.48,0.1
-1.99,-1.09,-0.3,-0.49,0.18,-0.38,-0.39,-0.92,0.03,-0.78,0.28,-0.05
-5.55,-1.78,-1.97,-1.45,-1.42,-1.97,-3.89,-1.45,-0.27,-1.73,-2.12,-0.86
0.59,0.23,0.57,0.62,0.18,0.27,0.91,0.39,0.63,0.46,0.35,0
-1.65,0.34,0.12,0.37,0.32,-0.24,-0.94,-0.72,-0.34,0.7,-0.12,0.04
0.59,1.75,1.64,2.45,2.44,1.77,5.85,1.9,2.18,1.43,2,1.07
0.7,0.68,0.19,0.08,-1.67,0.38,-0.51,0.34,-0.37,0.7,0.32,0.41
0,-0.35,-0.44,0.41,-0.57,-0.05,-1,-0.24,0.44,-0.22,0.5,-0.11
-2.27,0.13,0.28,-0.03,0.46,0.14,-0.47,-0.68,0.3,0.78,0.74,0.64
-2.27,-1.72,-0.33,-1.31,-2.83,-0.93,-1.86,-0.28,-0.53,-0.61,0.16,-0.41
-0.36,-0.48,-1.08,0.08,0.21,-0.87,-0.75,-0.91,-1.79,-1.67,-0.99,-0.94
3.21,0.81,0.18,1.24,0.96,0.81,0.41,0.27,0.34,1.12,1.62,1.14
-0.34,-1.31,-1.74,-1.06,-0.85,-1.09,-1.79,-1.51,0.38,-1.92,-1,-1.23
4.15,-1.26,0.15,1.05,0.32,0.6,0.86,0.64,0.9,-0.59,-0.12,0.29
1.34,-0.61,0.32,-0.31,0.16,0.25,0.62,-0.74,-0.02,-0.04,-0.41,-0.28
7.85,1.07,0.66,1.05,1.21,0.66,0.9,1.53,1.14,0.95,0.69,0.99
-0.49,2.49,1.93,2.08,1.7,2.28,3.15,2.75,-0.21,1.98,2.03,1.23
-1.53,-0.11,-0.28,-0.03,0.31,-0.02,0.21,-0.22,-0.25,-0.33,0.33,0.03
-1.22,0.65,-0.51,0.38,-0.16,-0.4,-0.2,0.24,0.73,0.57,0.16,-0.04
0.72,0.75,0.6,0.8,0.43,0.6,0.3,0.7,0.85,0.14,0.84,0.65
3.16,0.42,-0.04,-0.34,0.92,-0.16,0.85,1.02,0.95,-0.3,-0.17,0.29
1.47,0,-0.16,0.19,-0.19,0.39,0.19,0.4,-1.87,0.55,0.31,0.15
-0.73,1.15,0,0.13,-0.47,-0.12,-0.58,-1.32,-1.78,-1.21,0.16,-0.47
2.83,0.35,0.55,0.87,1.01,0.99,0.49,1.24,1,0.48,0.69,0.12
-1.46,-0.98,-0.74,-1.19,-0.96,-0.74,-0.6,-1.51,0.16,-0.56,-0.41,-0.24
1.96,1.25,1.54,1.21,0.88,1.05,2.05,1.7,0.8,1.16,0.25,0.29
4.46,-0.54,-0.14,0.77,0.15,0.67,0.18,1.26,1.22,-0.15,0.36,0.21
-1.36,-0.66,-1.9,-2.32,-0.8,-1.58,-1.26,-1.45,-0.27,-1.32,-0.59,-0.96
1.07,-0.74,-0.29,-1.22,0.01,-0.67,-0.93,-0.82,0.62,-0.99,-1.11,-0.5
-1.81,0.5,0.75,0.77,1.55,0.31,0.06,-0.13,0.41,1.08,0.39,0.79
-4.42,-1,-1.42,-1.77,-0.91,-1.23,-1.57,-2.08,-0.57,-1.5,-1.29,-1.05
-1.24,-1.73,-0.74,-0.21,-0.58,-0.65,-1.16,-1.39,1.45,-0.26,-0.98,-0.66
1.2,-1.58,-0.2,-0.54,-0.3,-0.58,-0.54,-0.7,0.03,-0.08,-0.67,-0.08
-0.06,-0.96,0.03,1.47,0.86,0.19,0.98,0.51,0.15,-0.33,-0.06,0.38
-3,0.71,-0.5,0.09,-1.15,-0.67,-0.8,-0.31,0.25,1.29,0.66,0.05
2.28,1.02,1.14,0.94,0.1,0.82,1.61,1.39,0.59,0.05,0.67,1.26
0.34,-4.02,-0.76,-0.9,-0.14,-0.56,-1.38,-1.1,-0.13,-3.46,-1.01,-0.89
-1.18,-0.19,-0.85,-0.57,-0.12,-0.93,-0.46,-1.55,0.12,-0.57,-1.6,-0.11
-2.3,-1,-0.54,-0.89,-1.22,-0.52,-1.06,-1.31,-0.24,-1.53,0.06,-0.82
1.32,0.41,0.25,0.68,1.05,1.03,1.32,0.38,0.57,0.5,1.17,0.99
0.51,-0.55,-1.29,-0.66,-1.08,-1.15,-1.32,-0.25,-1.65,-1.8,-1.15,-0.95
-1.86,-0.87,0.04,-0.19,-1,0.2,-0.14,-0.41,-1.57,-1.23,0.63,0.1
-2.44,0.69,-0.73,-0.51,-1.22,-0.76,-1.2,-0.57,0.7,0.28,-0.84,-0.33
1.16,1.45,1.44,1.77,2.29,1.65,1.19,1.19,0.44,0.86,1.69,0.75
-0.36,-0.37,0.26,0.24,0.35,0.86,-0.74,-0.89,-0.52,-0.37,0.6,-0.18
1.21,1.09,1.76,2.25,1.76,1.83,2.09,1.33,1.42,1.28,1.68,1.43
3.84,0.36,0.1,1.09,0.91,0.68,1.88,1.32,-0.31,0.68,0.66,0.72
0.23,-0.11,-0.09,-0.23,-0.46,0.01,-0.11,-1.22,0.71,0.23,-0.22,-0.04
-0.44,1.33,0.81,0.86,0.64,0.62,0.4,1.1,0.37,1.11,1.16,0.49
0.34,-0.11,-0.21,0.42,-0.38,0.53,0.44,-0.05,0.41,-0.24,0.78,-0.01
0.88,0.76,0.78,0.55,0.23,1.45,-0.29,0.11,0.84,0.62,0.81,0.2
-0.19,0.8,0.16,-0.56,0.5,0.3,0.96,-0.09,-0.03,0.8,0.93,0.35
-1.59,-0.14,-0.6,-0.42,-0.68,-0.07,-0.95,-0.02,1.33,-0.42,-0.73,-0.38
5.02,0.59,0.93,1.15,0.93,1.41,0.94,2.1,0.4,0.91,1.65,0.6
2.72,0.62,0.78,1.08,1.19,0.53,4.36,0.74,0.25,0.43,0.25,0.12
1.35,1.85,1.28,1.04,1.32,0.42,0.64,1.11,0.69,0.49,0.66,0.37
-0.04,0.3,-0.57,-0.93,0.21,-0.55,-1.4,-0.52,0.73,-1.08,-0.97,-0.27
-3.55,-1.6,-0.85,-1.85,-1.51,-1.59,-1.48,-1.6,-0.97,-1.39,-1.5,-1.05
-0.71,-1.27,-1.11,-1.76,-0.37,-1.08,-1.39,-1.4,-0.36,-1.3,-0.99,-0.84
-0.73,-0.7,0.57,-0.01,-0.88,-0.07,-0.84,-0.74,0.38,-0.38,-0.37,-0.19
-0.41,1.26,0.48,0.21,0.39,0.15,0.65,0.1,-0.63,0.47,0.53,-0.11
-2.62,-0.48,-0.24,0.05,0.1,-0.04,-0.01,-0.58,0.49,-0.28,-0.06,0.24
3.36,0.79,0.31,0.46,1.24,0.06,0.46,1.03,0.18,0.63,-0.79,-0.3
1.53,1.35,0.51,1.24,0.26,1.06,1.09,1.53,0.06,1.1,1.49,0.71
0.62,0.1,-0.36,-0.5,0.43,-0.32,-1.07,-1.43,0.32,-0.32,-0.46,0.21
-0.6,-0.46,0.24,-0.34,0.01,-0.43,-0.58,-0.46,-0.7,-0.45,-0.45,-0.2
2.16,1.37,1.13,1.67,1.06,1.7,1.99,1.36,0.67,1.16,1.82,1.45
-4.97,-4.28,-2.82,-3.13,-4.06,-4.14,-5.56,-4.23,-0.31,-1.64,-3.3,-3.7
-6.01,-2.84,-2.51,-3.59,-3.15,-3.86,-4.59,-3.86,0.35,-2.66,-3.18,-2.07
4.77,1.65,1.74,1.77,1.2,1.85,1.42,1.56,1,1.08,2.22,1.76
1.98,2.3,1.54,1.91,1.55,1.38,3.1,1.99,0.53,1.97,1.91,1.8
-0.71,0.76,1.34,2.08,2.38,1.78,1.1,1.24,1.95,0.73,0.96,1.42
2.4,0.52,1.08,1.12,0.82,0.37,1.85,1.89,-0.08,0.8,1.08,0.24
-4.28,-1.88,-1.52,-1.12,-1.65,-1.8,-3.2,-2.5,0.08,-1.32,-1.16,-0.85
1.45,1.92,0.88,1.03,0.38,0.54,0.75,0.34,0.15,0.81,0.69,0.62
-1.52,0.5,0.7,0.67,0.62,0.97,0.52,0.1,-1.56,0.02,0.43,0.02
2.14,2.1,2.87,2.67,2.97,2.37,2.9,3.07,1.13,2.11,1.97,1.6
-0.4,0.77,0.79,1.1,2.66,0.78,1.21,0.83,-0.03,1.08,0.77,0.43
5.02,1.97,0.94,1.31,0.16,1.57,1.68,2.28,-0.19,0.83,1.02,0.75
-2.21,-0.06,1.91,-0.39,-0.76,-0.28,-0.51,-0.04,0.33,-0.58,-0.56,-0.05
0.36,-0.11,-0.63,-0.23,0.23,0.54,0.8,0.25,-0.52,-0.11,-0.12,0.51
-1.02,-0.2,0.17,0.46,-0.08,0.81,-0.25,0.18,0.43,-0.49,0.24,-0.05
0.69,0.16,-0.35,0.52,-0.08,0.17,0.25,0.17,-0.01,1,0.2,0.25
-1.67,-0.7,0.07,-0.89,-0.33,-0.38,-0.83,-0.64,-0.31,-0.67,-0.76,-0.22
0.23,1.4,0.84,0.92,0.37,1,1.08,0.39,-0.14,0.96,1.33,0.48
-1.65,-0.88,-0.42,-0.74,0.33,-0.57,0.83,-0.45,0,-0.24,-0.34,-0.38
-0.39,-0.31,0.67,0.63,1.09,0.52,0.08,1.44,1.09,0.57,0.55,0.48
-3.01,0.38,0.79,0.51,-0.62,0.06,0.39,-1.47,-0.4,0.55,-0.45,-0.27
1.58,0.13,0.76,0.73,0.74,1.31,1.81,0.96,-0.62,-0.51,0.47,0.13
-1.94,-0.43,0.14,-0.17,0.7,0.17,0.28,-0.12,-0.97,-0.3,0.55,-0.14
-0.63,0.56,0.77,-0.17,-0.53,-0.18,-1.26,-0.26,0.35,-0.18,-0.15,0.18
2.13,0.4,-0.27,-1.05,1.3,-0.22,0.87,0.51,0.53,0.17,0.08,0.17
-4.71,-0.53,0.51,-0.11,-0.2,0.01,-0.42,-0.76,-0.59,-0.02,0.16,-0.16
-0.21,-2.89,-1.03,-1.18,-1.25,-1.22,-2.1,-1.37,-0.36,-2.02,-1.13,-0.7
4.56,-0.82,0.66,1.01,1.02,0.79,1.24,0.45,-0.05,0.93,0.89,0.45
3.48,0.65,0.8,-0.75,0.8,0.17,0.8,-0.6,-0.07,-0.58,0.12,0.05
1.55,1.6,1.31,1.1,0.84,1.44,1.24,1.91,-0.63,1.47,1.03,0.93
3.03,-0.39,0.86,0.02,0.23,0.52,0.67,0.36,0,0.74,-0.1,-0.06
-1.43,-0.68,-0.28,0.11,-0.14,-0.02,-0.1,-0.88,-0.3,-0.69,0.03,0.05
-1.42,0.5,-0.41,-0.27,-0.95,-0.64,0.13,-1.46,-0.14,-0.26,-0.92,-0.29
2.77,1.93,0.77,0.18,0.33,0.63,0.45,0.32,0.49,1.6,0.6,0.54
0.62,-0.22,-0.19,-0.54,-0.19,0.15,-0.33,-0.48,0.08,0.48,0.16,-0.06
2.16,0.88,0.91,1.18,0.28,1.37,2.38,1.18,-0.9,1.08,0.78,0.39
0.24,-0.32,-0.07,-0.63,-1.31,-0.57,-0.39,-0.91,-1.38,-0.35,-0.31,-0.57
0,-0.54,0.46,-0.56,0.3,-0.2,-0.17,-0.32,0.91,-0.95,-0.28,0.12
3.25,0.58,1.08,0.81,1.41,0.58,0.46,1.12,1.55,1.02,0.44,0.32
-0.71,0.85,-0.07,-0.24,-0.02,0.51,0.79,0.14,-1.04,0.02,-0.07,-0.11
-2.37,-0.43,0.19,0.38,-0.1,0.23,0.31,-0.39,0.28,-0.18,0.66,-0.02
0.87,1.12,0.82,1.45,0.36,0.76,1,1.07,0.02,0.55,0.52,0.27
-1.57,-0.37,-1.41,-0.57,-0.98,-0.63,-0.79,-0.24,-0.23,-0.63,-1.04,-0.56
-0.42,0.14,1.01,0.36,0.26,0.03,0.28,-0.47,0.2,-0.57,-0.1,-0.08
0.42,-0.8,-0.48,-0.58,-0.63,0.01,-0.02,-0.11,-1.48,-0.58,-0.02,-0.15
0.89,0.61,1.33,0.93,0.25,0.56,0.87,0.45,0.77,0.45,0.51,0.53
0.04,-1.26,-0.08,0.54,0.48,-0.07,-0.01,0.46,-0.9,-0.91,0.1,-0.14
-1.9,-0.26,-0.41,-0.95,-1.54,-0.47,-0.4,-0.69,-0.09,-0.35,-0.48,-0.24
-0.49,0.3,0.01,-0.11,0.61,0.28,-0.1,-0.12,-0.45,-0.58,0.13,0.03
1.86,0.29,1.12,0.76,0.85,0.76,1.78,0.97,1.34,0.71,0.63,0.53
1.44,-1.05,1.19,-0.19,0,0,1.21,0.13,0.99,-0.34,0.7,0.26
0.23,1.31,0.48,0.61,-0.45,-0.11,0.2,1.07,0.73,0.6,0.4,0.09
4,-1.19,0.13,-0.06,0.23,0.01,-0.82,0.7,0.56,-0.8,0.44,-0.18
-3.9,-1.88,-3.56,-4.09,-2.94,-2.88,-2.64,-3.07,-3.64,-1.91,-2.51,-2.47
0.47,1.11,1.49,0.77,0.48,1.07,1.83,1,1.26,0.79,1.34,1.44
-3.94,-1.29,-1.35,-1.78,-2.34,-1.6,-1.51,-2.01,-1.92,-1.25,-1.52,-1.48
-1.87,-0.67,-0.29,-0.66,0.27,0.05,0.22,-0.5,0.21,-0.15,0.3,-0.08
1.53,1.62,1.43,0.81,1.16,1.28,0.9,1.21,0.71,1.04,1.03,1.07
-0.52,-0.99,-0.38,-0.64,-0.71,-0.18,0.14,-0.48,0.92,-0.19,0.16,-0.36
-0.29,0.72,0.75,0.81,0.95,0.42,0.85,0.25,1.15,0,0.4,0.05
-1.43,-0.85,-0.56,-1.07,-0.27,-0.32,-0.52,-0.84,0.14,-0.9,0.72,-0.02
3,0.6,1.86,1.26,1.6,1.27,1.13,1.15,2.13,0.87,0.93,1.12
1.13,1.21,1.23,2.4,1.9,1.51,1.27,0.93,0.85,0.94,1.06,0.7
-2.44,-0.36,0.72,-0.33,-0.97,-0.63,-0.68,-0.64,-0.6,0.27,-0.21,-0.6
-0.26,-1.89,-1.4,-0.52,-0.23,-0.6,-1.06,-0.74,-0.33,-1.4,-0.92,-0.88
-1.88,0.41,0.94,0.31,1.23,1.12,0.6,0.34,-1.06,0.15,0.58,0.64
6.42,-0.46,-0.65,1.3,0.82,0.81,0.78,1.39,0.23,-1.05,0.29,0.56
1.42,-0.68,-1.07,-1.17,-0.57,-0.53,-1.28,-0.48,-1.27,-0.98,-1.34,-0.98
1.44,1.23,1.25,0.87,0.91,1.24,1.27,1.13,-0.2,1.3,1.16,0.88
0.13,-0.36,-0.23,-0.68,-0.9,-0.34,0.29,0.21,-1,-0.22,0.29,-0.26
-1.67,0.28,-0.6,-0.44,-0.68,-0.46,-0.35,-0.58,-2.23,-0.54,-0.73,-0.46
2.8,0.12,0.39,1.01,0.76,1.03,1.32,1.2,-0.13,0.41,0.73,0.58
0.02,-0.43,-0.26,0.7,-1.16,0,-0.29,0.05,-0.09,-0.32,-0.66,-0.06
-1.16,-0.26,-0.8,-1.54,-1.77,-0.81,-1.03,-1.04,-0.56,0,-0.73,-0.38
2.32,0.57,0.28,0.74,0.88,0.25,0.54,0.85,2.09,0.41,0.86,0.52
-1.18,-1.72,-0.87,-1.69,-1.46,-2.01,-1.59,-1.45,-1.43,-1.12,-1.86,-1.3
-0.87,0.69,0.15,0.4,0.83,-0.3,1.36,-0.42,0.9,0.49,-0.6,0.06
-0.81,-1.57,-1.3,-1.17,-0.74,-1.25,-1.42,-0.69,0.83,-1,-0.91,-0.42
-0.67,0.08,0.48,0,0.51,-0.08,-0.02,-0.49,-0.52,0.11,-0.61,0.01
-1.23,-1.07,0.39,-0.03,0.92,-0.48,-0.49,-0.25,0.31,-0.79,-0.54,-0.29
0.36,0.13,0.24,0,0.38,0.22,-0.35,0.58,0.77,0.26,0.56,0.6
2.58,0.23,0.26,0.09,0.64,0.56,0.95,0.73,0.16,1.14,0,0.25
0.34,-0.17,-1.16,-0.47,-0.14,-0.11,-0.46,-0.15,-0.14,-0.24,0.11,-0.16
-0.36,-1.41,-0.1,-0.02,-0.19,0.03,-0.24,-0.49,-0.47,0.19,-0.06,0.02
-1.88,-0.21,0.48,0.36,0.31,0.78,1.06,-0.34,0.2,0.48,0.25,0.54
-1.14,-1.78,-1.32,-2.26,-0.26,-1.16,-1.3,-0.37,0.16,-1.33,-1.11,-0.46
-1.21,-0.51,-1.25,-0.63,-0.18,-0.19,0.31,-0.33,-0.21,-0.95,-0.89,-0.23
-0.47,-0.61,-1.13,-1.36,-0.05,-1.13,-2.03,-0.55,0.02,-0.67,-1.26,-0.33
-1.95,1.4,0.29,0.32,-0.42,-0.39,0.35,-0.82,-0.07,0.13,-0.74,-0.29
-2.48,-0.39,0.07,0.18,-0.29,-0.02,0,0.27,1.46,0.34,-0.2,0.02
-0.64,-0.88,-1.5,-1.19,-0.92,-1.09,-1.29,-1.27,-1.74,-1.26,-0.9,-0.68
-2.29,-0.34,-0.57,-0.49,-0.49,-1.1,-0.55,-0.73,-1.64,0.12,-1.68,-0.73
0.2,-0.99,-1.58,-0.58,-0.55,-0.62,-0.16,-0.11,0.67,-1.64,-1.54,-0.4
-0.69,0.75,-0.56,0.91,0.32,0.03,0.33,1.3,-0.24,0.09,0.52,-0.12
1.66,1.49,1.53,1.48,1.93,2.33,1.64,2.8,2.2,2.02,2.12,2.23
0.51,0.35,0.51,0.21,0.6,0.59,-0.01,0.12,0.65,0.02,0.24,0.4
4.64,1.1,1.79,3.46,1.85,1.92,0.68,2.76,-1.08,2.78,2.72,1.46
0.35,2.38,1.05,2.46,1.75,0.98,1.87,3.13,-1.53,2.36,1.36,0.32
-0.82,2.27,2.34,1.98,1.4,2.23,2.17,1.91,0.9,1.86,2.21,0.18
1.08,0.91,0.84,1.81,1.55,0.62,0.87,2.09,0.48,1.62,0.66,0.21
4.15,-0.32,0.04,0.02,0.26,0.79,1.28,0.66,1.44,-0.41,0.46,0.8
-0.4,0.79,0.41,-0.08,0.05,1.08,1.1,0.39,-0.25,0.57,0.4,-0.12
-0.01,0.98,0.51,0.95,1.54,0.54,0.62,0.62,0.06,0.36,0.72,0.56
0.88,-0.96,-0.26,0.24,-0.17,0.16,0.02,0.05,0.32,-0.38,0.34,-0.16
4.03,-0.3,0.03,0.91,0.52,0.61,0.81,0.45,1.37,0.56,0.53,0.77
0.43,1.87,0.38,0.56,0.66,0.78,1.22,0.55,0.87,1.63,0.05,0.31
0.56,0.36,0.3,1,1.01,0.67,0.95,1.32,-1.05,0.29,0.56,0.16
-1.12,0.2,0.98,0.81,1.1,0.32,1.11,0.1,1.21,0.38,0.83,0.4
-2.97,-1.11,-1.01,-1.32,-0.5,-0.86,-0.87,-0.79,1.16,-1.35,-1.07,-0.64
-2.45,-1.16,0.32,0.1,-0.72,-0.3,-0.37,0.21,0.11,-0.18,-0.43,0.11
11,-1.17,-1.44,-0.3,-0.29,0.05,0.01,0.62,-2.22,-1.04,-1.28,-0.25
1.95,0.11,-0.36,-0.37,0,-1.59,0.86,0.88,-0.71,0.12,-1.35,-0.36
-0.62,-0.43,-0.11,-0.03,-1.15,0.18,-0.74,-0.21,0.46,0.28,0.3,0
2.66,2.11,1,1.67,1.23,1.47,2.14,1.07,0.64,1.29,1.32,0.75
0.16,0.39,0.79,1.31,0.43,0.96,1.1,0.99,0.09,0.87,1.02,0.48
-0.61,0.94,1.11,1.92,0.47,1.03,1.8,1.85,1.03,1.56,0.37,1.26
1.65,2.15,0.61,1.25,0.78,0.88,0.68,1.23,1.02,1.84,1.5,0.36
0.5,0.16,0.72,0.09,0.11,0.09,0.38,0.22,0.91,-0.02,0.38,0.46
0.91,-1.99,-1.23,-0.62,-0.8,-0.8,-1.13,-0.7,0.21,-1.24,-1.28,-0.3
1.02,-0.03,-0.41,-0.62,-0.83,0.3,0.19,-0.34,0.84,-0.02,-0.1,0.6
-3.41,-1.23,-1.06,-1.21,-0.64,-1.22,-1.85,-1.48,-2.09,-1.03,-0.99,-0.82
0.8,-0.94,-0.44,-0.35,0.59,0.81,0.56,1.36,0.79,0.15,0.45,0.46
0.38,-0.72,0.16,0.39,-0.15,-0.36,-0.12,-0.98,0.81,-0.29,0.11,-0.22
1.03,-0.3,-0.21,0.73,0.9,0.45,0.18,0.39,0.45,0.29,0.27,0.22
0.44,0.31,0.69,0.96,0.37,0.41,1.5,1.12,-0.02,0.99,0.46,0.44
-0.23,0.21,-0.29,0.13,0.33,-0.29,-0.45,-0.72,-0.09,-0.95,-0.52,-0.24
0.58,-1.98,-0.97,-1.05,-0.58,-0.33,-1.4,-0.78,-0.06,-2.58,-0.82,-0.3
-0.86,-0.01,0.64,0.63,0.43,0.58,0.56,0.44,0.25,0.18,1.13,0.19
-0.06,0.92,0.12,0.48,0.28,0.62,0.38,0.42,0.37,0.75,0.24,0.27
-1.23,0.17,-0.92,-1.17,-1.15,-1.28,-0.96,-1.33,-1.11,-0.89,-1.23,-0.87
-0.82,0.14,-0.17,0.19,0.1,-0.12,-0.32,-0.29,0.83,-0.14,-0.11,-0.04
-0.44,-0.28,-0.77,-0.38,-0.4,-0.33,-0.76,-0.31,-0.46,-0.37,-0.46,-0.52
1.82,1.22,0.88,0.69,1.09,0.9,1.05,1.28,-0.45,0.47,1.15,0.83
1.62,0.64,1.3,1.41,0.77,1.41,1.66,1.39,1.08,2.01,1.98,0.79
-0.11,-1.23,-0.36,-0.93,-0.28,-0.54,-1,-1.09,-0.32,-2.14,-0.18,-0.21
-0.47,-0.9,-0.41,-0.95,-0.53,-0.12,-0.5,0.09,-0.12,-1.57,0.13,0.29
-2.48,-0.58,-0.94,-1.24,-1.69,-0.3,-1.11,-1.3,-1.6,-0.66,0.09,-0.37
-0.2,1.15,0.55,1.24,1.01,0.93,1.23,0.97,0.05,0.7,1.64,0.16
0.99,-0.65,-0.37,0.48,0.64,0.68,0.16,0.84,0.99,-0.44,-0.2,0.31
-0.53,-0.85,-0.91,-1.11,-1.57,-0.47,-1.09,-0.75,-0.29,-0.77,-0.21,-0.3
-0.21,2.36,0.52,0.71,0.65,1.01,0.61,1.28,0.13,-0.07,0.89,0.29
1.97,0.85,-0.44,-0.84,-0.99,-1.29,-1.4,-1.45,0.79,-0.28,-1.22,-0.49
-0.62,-1.03,0.07,0.31,0.92,0.61,0.22,0.19,-0.03,-0.18,-0.03,0.24
-0.24,-0.24,-0.47,-1.05,1.61,-0.46,-0.99,-0.41,-1.01,-1.67,-0.82,-0.38
1.21,0.03,0.45,0.85,-0.52,0.37,0.07,0.6,0.41,0.38,0.24,0.33
-1.55,-0.33,0.05,0.14,0.43,-0.58,-1.45,-0.82,-0.51,-0.86,-0.6,-0.29
1.46,1.28,1.38,3.59,1.77,1.79,1.21,1.58,0.85,1.03,1.03,0.83
1.37,0.78,0.31,2.1,1.44,1.4,0.81,2.18,0.43,0.63,0.93,0.84
0.5,-1.06,-1.76,-0.2,-0.25,-0.8,-0.55,0.04,0.11,-1.3,-0.44,-0.1
-0.73,-1.51,-0.19,-0.72,-0.35,0.32,-0.54,-0.36,-0.6,-1.01,0.16,-0.12
-2.72,-0.88,-0.9,-1.07,-1.21,-1.07,-1.14,-1.39,-0.9,-0.18,-1.42,-0.68
-0.19,0.09,0.09,-0.57,0.52,0.15,-0.24,-0.77,1.38,0.67,0.77,0
-0.68,-0.9,-0.26,0.14,0.1,0.21,0.02,0.05,-1.36,-0.84,0.07,0.04
0.47,2.08,-0.33,-0.71,-0.47,-0.22,-0.72,-0.54,0.98,0.23,-0.05,-0.02
1.51,-1.28,0.19,1.31,0.83,1.23,0.69,1.88,0.75,0.25,1.01,0.82
-1.77,0.19,0.01,-1.03,-1.11,-0.35,-0.17,-0.53,-0.61,-0.93,-0.4,-0.27
-1.77,0.07,-0.73,-0.28,-0.18,0.02,-0.7,-1.21,-0.19,-0.69,-0.23,-0.01
-0.16,0.69,-0.14,-0.33,0.13,-0.29,-0.13,-0.44,0.31,1.14,-0.31,0.06
1.66,1.28,1,0.74,0.29,0.93,0.71,0.83,-0.16,1.84,1.27,0.72
1.12,2.71,0.48,1.05,0.39,0.96,1.01,1.23,0.8,1.08,0.48,0.38
-0.57,-1.26,-0.57,0.13,-0.26,0.59,0.48,0.52,0.22,-0.78,0.25,0.49
0.67,0.44,-0.02,0.15,-0.4,0.3,-0.54,-0.19,-0.6,0.21,0.55,0.45
-0.82,0.03,-0.19,0.72,-0.05,0.44,0.55,0.72,0.07,0.47,0.65,0.54
-1.44,-0.42,-0.05,-0.43,0.5,-0.05,-0.36,-0.81,0.28,-0.97,-0.46,-0.16
-0.35,0.46,0.47,-0.29,-0.55,0.66,0.04,0.63,-0.01,0.74,0.55,0.2
1.1,-0.01,1.12,0.48,0.71,0.69,1.57,0.17,1.12,0.52,0.15,0.6
-2.49,1.15,-0.51,-0.53,-0.41,-0.61,-0.29,-0.58,-0.05,-0.81,-0.53,-0.15
0.03,-0.4,0.01,-1.7,-1.25,-0.67,-1.84,-0.63,0.85,-1.79,-0.69,-0.11
-1.67,1.01,0.15,0.59,0.43,0.2,-0.42,0.26,0.51,0.73,0.12,0.15
1.03,0.96,0.76,1.61,1.07,0.72,1.35,1.3,-0.07,0.26,1.65,0.22
-1.62,-1.96,-1.53,-1.58,-1.14,-1.62,-1.41,-1.35,0.24,-2.27,-1.48,-0.42
2.04,0.76,1.35,3.02,2.21,1.37,2.14,1.6,0.5,0.4,1.42,1.47
-2.21,-0.05,-0.53,-0.57,-1.31,-1.09,-0.97,-1.43,0.41,0.19,-0.54,-0.7
-0.47,-1.26,-0.41,-0.11,-0.7,-0.09,0.08,-0.07,-0.53,-1.24,0,0.09
-0.4,-0.43,-1.75,-0.85,-0.93,-0.72,-1.16,-0.89,-0.36,-1.3,-0.81,-0.38
-1.39,0.03,0.06,-0.17,-0.18,-0.05,-0.96,-1.4,-0.28,-1.01,-0.61,-0.36
-4.1,0.28,-0.31,-0.33,-0.36,-0.57,-0.66,-0.82,-1.74,0.52,0.23,-0.19
-0.49,-1.25,-0.86,-0.76,-0.75,-0.47,-1.77,-1.34,-0.21,-1.13,0.19,0.04
-0.76,0.53,0.34,0.85,0.35,0.38,0.5,0.27,0.79,0.61,0.35,0.34
0.76,-0.41,0.51,0.3,0.25,0.54,1.04,-0.18,0.06,-1.15,0.95,0.13
-1.95,0.55,-0.5,-0.56,-0.36,-0.7,-0.06,-1,-0.32,0.21,-0.95,-0.36
3.05,0.97,1.17,1.2,1.5,1.98,1.27,1.2,1.99,0.58,0.93,0.86
-0.69,0.58,0.59,0.98,-0.04,0.29,0,-0.15,-0.77,1.04,0.45,-0.06
-0.38,0.64,0.37,-0.16,0.77,0.58,-0.16,0.52,0.97,0.55,0.31,-0.08
0.27,-0.8,-0.46,-0.6,-0.63,0.08,-0.74,-0.72,-0.81,-1.38,-0.4,-0.25
-2.59,-2.85,-1.67,-2.13,-1.83,-2.1,-2.72,-2.35,0.36,-1.6,-2.33,-1.48
-0.98,-0.75,-0.74,-0.32,0.01,-0.2,0.13,-0.45,0.06,-0.28,-0.3,0.16
0.09,1.39,0.95,0.79,0.51,0.53,0.22,0.31,0.17,0.87,0.35,-0.03
